Member_number,Date,itemDescription,year,month,day,day_of_week
3140,26/03/2014,salty snack,2014,3,26,2
3140,26/03/2014,kitchen towels,2014,3,26,2
3168,26/03/2014,brown bread,2014,3,26,2
3168,26/03/2014,tropical fruit,2014,3,26,2
3168,26/03/2014,sugar,2014,3,26,2
3493,26/03/2014,soda,2014,3,26,2
3493,26/03/2014,frozen dessert,2014,3,26,2
3496,26/03/2014,tropical fruit,2014,3,26,2
3496,26/03/2014,rolls/buns,2014,3,26,2
3496,26/03/2014,Instant food products,2014,3,26,2
3537,26/03/2014,coffee,2014,3,26,2
3537,26/03/2014,bottled water,2014,3,26,2
3864,26/03/2014,bottled water,2014,3,26,2
3864,26/03/2014,newspapers,2014,3,26,2
4183,26/03/2014,other vegetables,2014,3,26,2
4183,26/03/2014,other vegetables,2014,3,26,2
4290,26/03/2014,soda,2014,3,26,2
4290,26/03/2014,processed cheese,2014,3,26,2
4290,26/03/2014,instant coffee,2014,3,26,2
4330,26/03/2014,beef,2014,3,26,2
4330,26/03/2014,whole milk,2014,3,26,2
4636,26/03/2014,citrus fruit,2014,3,26,2
4636,26/03/2014,whole milk,2014,3,26,2
4636,26/03/2014,pastry,2014,3,26,2
4636,26/03/2014,other vegetables,2014,3,26,2
4850,26/03/2014,red/blush wine,2014,3,26,2
4850,26/03/2014,pastry,2014,3,26,2
1128,27/03/2014,specialty bar,2014,3,27,3
1128,27/03/2014,soda,2014,3,27,3
1128,27/03/2014,frozen vegetables,2014,3,27,3
1128,27/03/2014,frozen vegetables,2014,3,27,3
1434,27/03/2014,misc. beverages,2014,3,27,3
1434,27/03/2014,waffles,2014,3,27,3
1522,27/03/2014,sausage,2014,3,27,3
1522,27/03/2014,ketchup,2014,3,27,3
1921,27/03/2014,sliced cheese,2014,3,27,3
1921,27/03/2014,napkins,2014,3,27,3
2231,27/03/2014,tropical fruit,2014,3,27,3
2231,27/03/2014,berries,2014,3,27,3
2352,27/03/2014,tropical fruit,2014,3,27,3
2352,27/03/2014,misc. beverages,2014,3,27,3
2490,27/03/2014,shopping bags,2014,3,27,3
2490,27/03/2014,rolls/buns,2014,3,27,3
2924,27/03/2014,sliced cheese,2014,3,27,3
2924,27/03/2014,rolls/buns,2014,3,27,3
2975,27/03/2014,root vegetables,2014,3,27,3
2975,27/03/2014,flower (seeds),2014,3,27,3
2991,27/03/2014,butter milk,2014,3,27,3
2991,27/03/2014,whole milk,2014,3,27,3
3267,27/03/2014,other vegetables,2014,3,27,3
3267,27/03/2014,beverages,2014,3,27,3
3334,27/03/2014,pip fruit,2014,3,27,3
3334,27/03/2014,vinegar,2014,3,27,3
3524,27/03/2014,citrus fruit,2014,3,27,3
3524,27/03/2014,whipped/sour cream,2014,3,27,3
3732,27/03/2014,ham,2014,3,27,3
3732,27/03/2014,whole milk,2014,3,27,3
3850,27/03/2014,cling film/bags,2014,3,27,3
3850,27/03/2014,coffee,2014,3,27,3
3934,27/03/2014,rolls/buns,2014,3,27,3
3934,27/03/2014,margarine,2014,3,27,3
4114,27/03/2014,root vegetables,2014,3,27,3
4114,27/03/2014,yogurt,2014,3,27,3
4114,27/03/2014,bottled water,2014,3,27,3
4164,27/03/2014,dessert,2014,3,27,3
4164,27/03/2014,whole milk,2014,3,27,3
4317,27/03/2014,sparkling wine,2014,3,27,3
4317,27/03/2014,cream cheese ,2014,3,27,3
4318,27/03/2014,pastry,2014,3,27,3
4318,27/03/2014,whole milk,2014,3,27,3
4339,27/03/2014,berries,2014,3,27,3
4339,27/03/2014,chocolate marshmallow,2014,3,27,3
4601,27/03/2014,sausage,2014,3,27,3
4601,27/03/2014,root vegetables,2014,3,27,3
4735,27/03/2014,brown bread,2014,3,27,3
4735,27/03/2014,honey,2014,3,27,3
4735,27/03/2014,pet care,2014,3,27,3
1013,28/03/2014,mustard,2014,3,28,4
1013,28/03/2014,whipped/sour cream,2014,3,28,4
1146,28/03/2014,other vegetables,2014,3,28,4
1146,28/03/2014,berries,2014,3,28,4
1146,28/03/2014,candy,2014,3,28,4
1146,28/03/2014,sliced cheese,2014,3,28,4
1153,28/03/2014,tropical fruit,2014,3,28,4
1153,28/03/2014,rolls/buns,2014,3,28,4
1153,28/03/2014,canned beer,2014,3,28,4
1153,28/03/2014,dish cleaner,2014,3,28,4
1162,28/03/2014,canned beer,2014,3,28,4
1162,28/03/2014,berries,2014,3,28,4
1162,28/03/2014,male cosmetics,2014,3,28,4
1162,28/03/2014,fruit/vegetable juice,2014,3,28,4
1385,28/03/2014,coffee,2014,3,28,4
1385,28/03/2014,berries,2014,3,28,4
1561,28/03/2014,yogurt,2014,3,28,4
1561,28/03/2014,fruit/vegetable juice,2014,3,28,4
1824,28/03/2014,chocolate,2014,3,28,4
1824,28/03/2014,butter,2014,3,28,4
1908,28/03/2014,pip fruit,2014,3,28,4
1908,28/03/2014,fruit/vegetable juice,2014,3,28,4
1939,28/03/2014,frozen vegetables,2014,3,28,4
1939,28/03/2014,yogurt,2014,3,28,4
1939,28/03/2014,shopping bags,2014,3,28,4
2022,28/03/2014,curd cheese,2014,3,28,4
2022,28/03/2014,newspapers,2014,3,28,4
2022,28/03/2014,UHT-milk,2014,3,28,4
2339,28/03/2014,brown bread,2014,3,28,4
2339,28/03/2014,dishes,2014,3,28,4
2908,28/03/2014,organic sausage,2014,3,28,4
2908,28/03/2014,yogurt,2014,3,28,4
2910,28/03/2014,other vegetables,2014,3,28,4
2910,28/03/2014,canned fish,2014,3,28,4
2986,28/03/2014,pork,2014,3,28,4
2986,28/03/2014,other vegetables,2014,3,28,4
3439,28/03/2014,candy,2014,3,28,4
3439,28/03/2014,newspapers,2014,3,28,4
3439,28/03/2014,female sanitary products,2014,3,28,4
3808,28/03/2014,whipped/sour cream,2014,3,28,4
3808,28/03/2014,other vegetables,2014,3,28,4
3816,28/03/2014,Instant food products,2014,3,28,4
3816,28/03/2014,white bread,2014,3,28,4
3816,28/03/2014,semi-finished bread,2014,3,28,4
4293,28/03/2014,ham,2014,3,28,4
4293,28/03/2014,mayonnaise,2014,3,28,4
4462,28/03/2014,chewing gum,2014,3,28,4
4462,28/03/2014,misc. beverages,2014,3,28,4
4592,28/03/2014,tropical fruit,2014,3,28,4
4592,28/03/2014,other vegetables,2014,3,28,4
4621,28/03/2014,chicken,2014,3,28,4
4621,28/03/2014,salt,2014,3,28,4
4745,28/03/2014,soft cheese,2014,3,28,4
4745,28/03/2014,bottled water,2014,3,28,4
4762,28/03/2014,rolls/buns,2014,3,28,4
4762,28/03/2014,abrasive cleaner,2014,3,28,4
4835,28/03/2014,beverages,2014,3,28,4
4835,28/03/2014,root vegetables,2014,3,28,4
4835,28/03/2014,candles,2014,3,28,4
1325,29/03/2014,rolls/buns,2014,3,29,5
1325,29/03/2014,soda,2014,3,29,5
1325,29/03/2014,chocolate,2014,3,29,5
1340,29/03/2014,whole milk,2014,3,29,5
1340,29/03/2014,pot plants,2014,3,29,5
1355,29/03/2014,curd,2014,3,29,5
1355,29/03/2014,soda,2014,3,29,5
1355,29/03/2014,ice cream,2014,3,29,5
1479,29/03/2014,pip fruit,2014,3,29,5
1479,29/03/2014,whole milk,2014,3,29,5
1479,29/03/2014,soda,2014,3,29,5
1676,29/03/2014,root vegetables,2014,3,29,5
1676,29/03/2014,soda,2014,3,29,5
1865,29/03/2014,ice cream,2014,3,29,5
1865,29/03/2014,napkins,2014,3,29,5
2070,29/03/2014,pip fruit,2014,3,29,5
2070,29/03/2014,candy,2014,3,29,5
2534,29/03/2014,brown bread,2014,3,29,5
2534,29/03/2014,canned beer,2014,3,29,5
2644,29/03/2014,sausage,2014,3,29,5
2644,29/03/2014,chocolate,2014,3,29,5
2644,29/03/2014,newspapers,2014,3,29,5
3083,29/03/2014,tropical fruit,2014,3,29,5
3083,29/03/2014,whole milk,2014,3,29,5
3170,29/03/2014,white bread,2014,3,29,5
3170,29/03/2014,beverages,2014,3,29,5
3590,29/03/2014,waffles,2014,3,29,5
3590,29/03/2014,whole milk,2014,3,29,5
3590,29/03/2014,meat spreads,2014,3,29,5
3831,29/03/2014,tropical fruit,2014,3,29,5
3831,29/03/2014,yogurt,2014,3,29,5
3831,29/03/2014,candy,2014,3,29,5
4341,29/03/2014,rolls/buns,2014,3,29,5
4341,29/03/2014,other vegetables,2014,3,29,5
4371,29/03/2014,baking powder,2014,3,29,5
4371,29/03/2014,canned beer,2014,3,29,5
4371,29/03/2014,specialty chocolate,2014,3,29,5
4693,29/03/2014,bottled beer,2014,3,29,5
4693,29/03/2014,shopping bags,2014,3,29,5
4775,29/03/2014,whole milk,2014,3,29,5
4775,29/03/2014,yogurt,2014,3,29,5
4775,29/03/2014,softener,2014,3,29,5
4932,29/03/2014,root vegetables,2014,3,29,5
4932,29/03/2014,pastry,2014,3,29,5
4932,29/03/2014,specialty chocolate,2014,3,29,5
1757,30/03/2014,yogurt,2014,3,30,6
1757,30/03/2014,whole milk,2014,3,30,6
1849,30/03/2014,rolls/buns,2014,3,30,6
1849,30/03/2014,specialty bar,2014,3,30,6
1849,30/03/2014,spread cheese,2014,3,30,6
1988,30/03/2014,whipped/sour cream,2014,3,30,6
1988,30/03/2014,curd,2014,3,30,6
2663,30/03/2014,other vegetables,2014,3,30,6
2663,30/03/2014,shopping bags,2014,3,30,6
2663,30/03/2014,packaged fruit/vegetables,2014,3,30,6
2764,30/03/2014,tropical fruit,2014,3,30,6
2764,30/03/2014,yogurt,2014,3,30,6
2990,30/03/2014,rolls/buns,2014,3,30,6
2990,30/03/2014,long life bakery product,2014,3,30,6
3026,30/03/2014,whole milk,2014,3,30,6
3026,30/03/2014,candy,2014,3,30,6
3026,30/03/2014,semi-finished bread,2014,3,30,6
3026,30/03/2014,candy,2014,3,30,6
3201,30/03/2014,pasta,2014,3,30,6
3201,30/03/2014,flower (seeds),2014,3,30,6
3267,30/03/2014,sauces,2014,3,30,6
3267,30/03/2014,herbs,2014,3,30,6
3283,30/03/2014,whole milk,2014,3,30,6
3283,30/03/2014,frozen fish,2014,3,30,6
3297,30/03/2014,tropical fruit,2014,3,30,6
3297,30/03/2014,yogurt,2014,3,30,6
3348,30/03/2014,other vegetables,2014,3,30,6
3348,30/03/2014,frozen vegetables,2014,3,30,6
3718,30/03/2014,candles,2014,3,30,6
3718,30/03/2014,soda,2014,3,30,6
4024,30/03/2014,white bread,2014,3,30,6
4024,30/03/2014,UHT-milk,2014,3,30,6
4169,30/03/2014,frozen vegetables,2014,3,30,6
4169,30/03/2014,salty snack,2014,3,30,6
4243,30/03/2014,napkins,2014,3,30,6
4243,30/03/2014,margarine,2014,3,30,6
4461,30/03/2014,tropical fruit,2014,3,30,6
4461,30/03/2014,grapes,2014,3,30,6
4615,30/03/2014,grapes,2014,3,30,6
4615,30/03/2014,yogurt,2014,3,30,6
4615,30/03/2014,frozen potato products,2014,3,30,6
4646,30/03/2014,whole milk,2014,3,30,6
4646,30/03/2014,dishes,2014,3,30,6
4735,30/03/2014,bottled water,2014,3,30,6
4735,30/03/2014,rolls/buns,2014,3,30,6
4887,30/03/2014,soda,2014,3,30,6
4887,30/03/2014,soda,2014,3,30,6
1387,31/03/2014,specialty bar,2014,3,31,0
1387,31/03/2014,candy,2014,3,31,0
1387,31/03/2014,margarine,2014,3,31,0
1476,31/03/2014,margarine,2014,3,31,0
1476,31/03/2014,bottled water,2014,3,31,0
1572,31/03/2014,bottled beer,2014,3,31,0
1572,31/03/2014,frozen dessert,2014,3,31,0
1572,31/03/2014,rolls/buns,2014,3,31,0
1572,31/03/2014,berries,2014,3,31,0
1572,31/03/2014,rice,2014,3,31,0
1572,31/03/2014,white bread,2014,3,31,0
2023,31/03/2014,spread cheese,2014,3,31,0
2023,31/03/2014,other vegetables,2014,3,31,0
2293,31/03/2014,other vegetables,2014,3,31,0
2293,31/03/2014,candy,2014,3,31,0
2293,31/03/2014,napkins,2014,3,31,0
2375,31/03/2014,berries,2014,3,31,0
2375,31/03/2014,dog food,2014,3,31,0
2524,31/03/2014,rolls/buns,2014,3,31,0
2524,31/03/2014,hygiene articles,2014,3,31,0
2589,31/03/2014,whole milk,2014,3,31,0
2589,31/03/2014,whole milk,2014,3,31,0
2656,31/03/2014,margarine,2014,3,31,0
2656,31/03/2014,newspapers,2014,3,31,0
2698,31/03/2014,bottled water,2014,3,31,0
2698,31/03/2014,whole milk,2014,3,31,0
3056,31/03/2014,liver loaf,2014,3,31,0
3056,31/03/2014,fruit/vegetable juice,2014,3,31,0
3150,31/03/2014,brown bread,2014,3,31,0
3150,31/03/2014,pastry,2014,3,31,0
3494,31/03/2014,root vegetables,2014,3,31,0
3494,31/03/2014,dessert,2014,3,31,0
4046,31/03/2014,pip fruit,2014,3,31,0
4046,31/03/2014,shopping bags,2014,3,31,0
4091,31/03/2014,packaged fruit/vegetables,2014,3,31,0
4091,31/03/2014,cat food,2014,3,31,0
4091,31/03/2014,dental care,2014,3,31,0
4274,31/03/2014,whole milk,2014,3,31,0
4274,31/03/2014,pip fruit,2014,3,31,0
4539,31/03/2014,white wine,2014,3,31,0
4539,31/03/2014,brown bread,2014,3,31,0
4706,31/03/2014,zwieback,2014,3,31,0
4706,31/03/2014,cream cheese ,2014,3,31,0
4769,31/03/2014,butter milk,2014,3,31,0
4769,31/03/2014,dessert,2014,3,31,0
4769,31/03/2014,processed cheese,2014,3,31,0
1052,01/04/2014,beef,2014,4,1,1
1052,01/04/2014,shopping bags,2014,4,1,1
1169,01/04/2014,liquor,2014,4,1,1
1169,01/04/2014,bottled water,2014,4,1,1
1852,01/04/2014,tropical fruit,2014,4,1,1
1852,01/04/2014,chocolate,2014,4,1,1
1948,01/04/2014,other vegetables,2014,4,1,1
1948,01/04/2014,other vegetables,2014,4,1,1
2361,01/04/2014,light bulbs,2014,4,1,1
2361,01/04/2014,whipped/sour cream,2014,4,1,1
2733,01/04/2014,soda,2014,4,1,1
2733,01/04/2014,red/blush wine,2014,4,1,1
2847,01/04/2014,soups,2014,4,1,1
2847,01/04/2014,margarine,2014,4,1,1
2965,01/04/2014,dessert,2014,4,1,1
2965,01/04/2014,white bread,2014,4,1,1
2965,01/04/2014,salty snack,2014,4,1,1
2965,01/04/2014,cat food,2014,4,1,1
3028,01/04/2014,white bread,2014,4,1,1
3028,01/04/2014,butter,2014,4,1,1
3141,01/04/2014,frozen vegetables,2014,4,1,1
3141,01/04/2014,other vegetables,2014,4,1,1
3141,01/04/2014,napkins,2014,4,1,1
3284,01/04/2014,instant coffee,2014,4,1,1
3284,01/04/2014,yogurt,2014,4,1,1
3284,01/04/2014,other vegetables,2014,4,1,1
3398,01/04/2014,chocolate,2014,4,1,1
3398,01/04/2014,cat food,2014,4,1,1
3621,01/04/2014,ham,2014,4,1,1
3621,01/04/2014,citrus fruit,2014,4,1,1
3621,01/04/2014,cling film/bags,2014,4,1,1
3848,01/04/2014,chocolate marshmallow,2014,4,1,1
3848,01/04/2014,brown bread,2014,4,1,1
4310,01/04/2014,candy,2014,4,1,1
4310,01/04/2014,bottled water,2014,4,1,1
4465,01/04/2014,specialty chocolate,2014,4,1,1
4465,01/04/2014,frozen potato products,2014,4,1,1
4830,01/04/2014,soda,2014,4,1,1
4830,01/04/2014,ice cream,2014,4,1,1
1004,02/04/2014,pip fruit,2014,4,2,2
1004,02/04/2014,whole milk,2014,4,2,2
1004,02/04/2014,tropical fruit,2014,4,2,2
1074,02/04/2014,semi-finished bread,2014,4,2,2
1074,02/04/2014,ketchup,2014,4,2,2
1160,02/04/2014,yogurt,2014,4,2,2
1160,02/04/2014,whole milk,2014,4,2,2
1427,02/04/2014,whole milk,2014,4,2,2
1427,02/04/2014,red/blush wine,2014,4,2,2
1450,02/04/2014,pickled vegetables,2014,4,2,2
1450,02/04/2014,cling film/bags,2014,4,2,2
1480,02/04/2014,tropical fruit,2014,4,2,2
1480,02/04/2014,onions,2014,4,2,2
1554,02/04/2014,beef,2014,4,2,2
1554,02/04/2014,curd,2014,4,2,2
1651,02/04/2014,hygiene articles,2014,4,2,2
1651,02/04/2014,tea,2014,4,2,2
1772,02/04/2014,sugar,2014,4,2,2
1772,02/04/2014,red/blush wine,2014,4,2,2
1859,02/04/2014,root vegetables,2014,4,2,2
1859,02/04/2014,soda,2014,4,2,2
2038,02/04/2014,pastry,2014,4,2,2
2038,02/04/2014,soda,2014,4,2,2
2201,02/04/2014,other vegetables,2014,4,2,2
2201,02/04/2014,citrus fruit,2014,4,2,2
2242,02/04/2014,chicken,2014,4,2,2
2242,02/04/2014,shopping bags,2014,4,2,2
2443,02/04/2014,seasonal products,2014,4,2,2
2443,02/04/2014,whole milk,2014,4,2,2
2597,02/04/2014,fruit/vegetable juice,2014,4,2,2
2597,02/04/2014,domestic eggs,2014,4,2,2
2602,02/04/2014,sausage,2014,4,2,2
2602,02/04/2014,prosecco,2014,4,2,2
2602,02/04/2014,pot plants,2014,4,2,2
2935,02/04/2014,pastry,2014,4,2,2
2935,02/04/2014,bottled water,2014,4,2,2
2964,02/04/2014,candy,2014,4,2,2
2964,02/04/2014,curd,2014,4,2,2
3273,02/04/2014,other vegetables,2014,4,2,2
3273,02/04/2014,whole milk,2014,4,2,2
3462,02/04/2014,pet care,2014,4,2,2
3462,02/04/2014,rolls/buns,2014,4,2,2
3469,02/04/2014,chicken,2014,4,2,2
3469,02/04/2014,other vegetables,2014,4,2,2
3763,02/04/2014,citrus fruit,2014,4,2,2
3763,02/04/2014,sparkling wine,2014,4,2,2
3763,02/04/2014,bottled water,2014,4,2,2
3795,02/04/2014,misc. beverages,2014,4,2,2
3795,02/04/2014,hard cheese,2014,4,2,2
3795,02/04/2014,herbs,2014,4,2,2
3795,02/04/2014,sugar,2014,4,2,2
3971,02/04/2014,chocolate marshmallow,2014,4,2,2
3971,02/04/2014,whole milk,2014,4,2,2
3971,02/04/2014,whole milk,2014,4,2,2
4231,02/04/2014,tropical fruit,2014,4,2,2
4231,02/04/2014,herbs,2014,4,2,2
4231,02/04/2014,long life bakery product,2014,4,2,2
4500,02/04/2014,soft cheese,2014,4,2,2
4500,02/04/2014,cat food,2014,4,2,2
4739,02/04/2014,flour,2014,4,2,2
4739,02/04/2014,yogurt,2014,4,2,2
4791,02/04/2014,sausage,2014,4,2,2
4791,02/04/2014,fruit/vegetable juice,2014,4,2,2
1031,03/04/2014,ice cream,2014,4,3,3
1031,03/04/2014,pot plants,2014,4,3,3
1147,03/04/2014,frozen meals,2014,4,3,3
1147,03/04/2014,detergent,2014,4,3,3
1297,03/04/2014,herbs,2014,4,3,3
1297,03/04/2014,domestic eggs,2014,4,3,3
1416,03/04/2014,canned beer,2014,4,3,3
1416,03/04/2014,long life bakery product,2014,4,3,3
1574,03/04/2014,white bread,2014,4,3,3
1574,03/04/2014,newspapers,2014,4,3,3
1657,03/04/2014,frozen potato products,2014,4,3,3
1657,03/04/2014,rolls/buns,2014,4,3,3
1822,03/04/2014,onions,2014,4,3,3
1822,03/04/2014,bottled beer,2014,4,3,3
1852,03/04/2014,whole milk,2014,4,3,3
1852,03/04/2014,whole milk,2014,4,3,3
1852,03/04/2014,canned beer,2014,4,3,3
1852,03/04/2014,Instant food products,2014,4,3,3
1931,03/04/2014,pip fruit,2014,4,3,3
1931,03/04/2014,bottled water,2014,4,3,3
1931,03/04/2014,salt,2014,4,3,3
2337,03/04/2014,canned beer,2014,4,3,3
2337,03/04/2014,sugar,2014,4,3,3
2337,03/04/2014,rum,2014,4,3,3
2525,03/04/2014,turkey,2014,4,3,3
2525,03/04/2014,chocolate,2014,4,3,3
2732,03/04/2014,frozen fish,2014,4,3,3
2732,03/04/2014,soda,2014,4,3,3
2732,03/04/2014,vinegar,2014,4,3,3
2803,03/04/2014,shopping bags,2014,4,3,3
2803,03/04/2014,rubbing alcohol,2014,4,3,3
2868,03/04/2014,pastry,2014,4,3,3
2868,03/04/2014,oil,2014,4,3,3
2868,03/04/2014,potato products,2014,4,3,3
2921,03/04/2014,hard cheese,2014,4,3,3
2921,03/04/2014,bottled water,2014,4,3,3
2921,03/04/2014,specialty fat,2014,4,3,3
2971,03/04/2014,napkins,2014,4,3,3
2971,03/04/2014,cocoa drinks,2014,4,3,3
2971,03/04/2014,shopping bags,2014,4,3,3
3185,03/04/2014,pork,2014,4,3,3
3185,03/04/2014,specialty bar,2014,4,3,3
3185,03/04/2014,long life bakery product,2014,4,3,3
3203,03/04/2014,soda,2014,4,3,3
3203,03/04/2014,onions,2014,4,3,3
3203,03/04/2014,other vegetables,2014,4,3,3
3589,03/04/2014,other vegetables,2014,4,3,3
3589,03/04/2014,margarine,2014,4,3,3
3661,03/04/2014,pastry,2014,4,3,3
3661,03/04/2014,syrup,2014,4,3,3
3784,03/04/2014,soda,2014,4,3,3
3784,03/04/2014,chocolate,2014,4,3,3
4130,03/04/2014,soda,2014,4,3,3
4130,03/04/2014,soft cheese,2014,4,3,3
4236,03/04/2014,chicken,2014,4,3,3
4236,03/04/2014,curd,2014,4,3,3
4752,03/04/2014,meat,2014,4,3,3
4752,03/04/2014,whipped/sour cream,2014,4,3,3
4956,03/04/2014,red/blush wine,2014,4,3,3
4956,03/04/2014,whole milk,2014,4,3,3
4956,03/04/2014,margarine,2014,4,3,3
4968,03/04/2014,beef,2014,4,3,3
4968,03/04/2014,beef,2014,4,3,3
4968,03/04/2014,margarine,2014,4,3,3
1424,04/04/2014,berries,2014,4,4,4
1424,04/04/2014,other vegetables,2014,4,4,4
1507,04/04/2014,hamburger meat,2014,4,4,4
1507,04/04/2014,baking powder,2014,4,4,4
1507,04/04/2014,dessert,2014,4,4,4
1724,04/04/2014,chicken,2014,4,4,4
1724,04/04/2014,salty snack,2014,4,4,4
1724,04/04/2014,coffee,2014,4,4,4
2299,04/04/2014,chicken,2014,4,4,4
2299,04/04/2014,domestic eggs,2014,4,4,4
2683,04/04/2014,beverages,2014,4,4,4
2683,04/04/2014,candles,2014,4,4,4
2772,04/04/2014,pet care,2014,4,4,4
2772,04/04/2014,shopping bags,2014,4,4,4
3042,04/04/2014,curd,2014,4,4,4
3042,04/04/2014,other vegetables,2014,4,4,4
3069,04/04/2014,canned beer,2014,4,4,4
3069,04/04/2014,dishes,2014,4,4,4
3203,04/04/2014,pastry,2014,4,4,4
3203,04/04/2014,berries,2014,4,4,4
3499,04/04/2014,other vegetables,2014,4,4,4
3499,04/04/2014,kitchen towels,2014,4,4,4
3536,04/04/2014,whole milk,2014,4,4,4
3536,04/04/2014,oil,2014,4,4,4
3536,04/04/2014,soups,2014,4,4,4
3715,04/04/2014,whole milk,2014,4,4,4
3715,04/04/2014,whole milk,2014,4,4,4
3715,04/04/2014,bottled water,2014,4,4,4
3812,04/04/2014,cereals,2014,4,4,4
3812,04/04/2014,newspapers,2014,4,4,4
3872,04/04/2014,yogurt,2014,4,4,4
3872,04/04/2014,condensed milk,2014,4,4,4
3872,04/04/2014,yogurt,2014,4,4,4
3905,04/04/2014,domestic eggs,2014,4,4,4
3905,04/04/2014,whole milk,2014,4,4,4
3905,04/04/2014,bottled beer,2014,4,4,4
4047,04/04/2014,yogurt,2014,4,4,4
4047,04/04/2014,shopping bags,2014,4,4,4
4169,04/04/2014,rolls/buns,2014,4,4,4
4169,04/04/2014,specialty chocolate,2014,4,4,4
4169,04/04/2014,napkins,2014,4,4,4
4206,04/04/2014,rolls/buns,2014,4,4,4
4206,04/04/2014,root vegetables,2014,4,4,4
4283,04/04/2014,candy,2014,4,4,4
4283,04/04/2014,frozen meals,2014,4,4,4
4402,04/04/2014,cream cheese ,2014,4,4,4
4402,04/04/2014,coffee,2014,4,4,4
4570,04/04/2014,canned beer,2014,4,4,4
4570,04/04/2014,soda,2014,4,4,4
4570,04/04/2014,other vegetables,2014,4,4,4
4570,04/04/2014,canned vegetables,2014,4,4,4
4830,04/04/2014,bottled beer,2014,4,4,4
4830,04/04/2014,oil,2014,4,4,4
4868,04/04/2014,pot plants,2014,4,4,4
4868,04/04/2014,butter milk,2014,4,4,4
4868,04/04/2014,margarine,2014,4,4,4
1258,05/04/2014,yogurt,2014,4,5,5
1258,05/04/2014,coffee,2014,4,5,5
1282,05/04/2014,other vegetables,2014,4,5,5
1282,05/04/2014,shopping bags,2014,4,5,5
1354,05/04/2014,bottled beer,2014,4,5,5
1354,05/04/2014,hard cheese,2014,4,5,5
1372,05/04/2014,hamburger meat,2014,4,5,5
1372,05/04/2014,cream cheese ,2014,4,5,5
1548,05/04/2014,other vegetables,2014,4,5,5
1548,05/04/2014,bottled beer,2014,4,5,5
1692,05/04/2014,other vegetables,2014,4,5,5
1692,05/04/2014,sugar,2014,4,5,5
1692,05/04/2014,oil,2014,4,5,5
2161,05/04/2014,soda,2014,4,5,5
2161,05/04/2014,shopping bags,2014,4,5,5
2166,05/04/2014,tropical fruit,2014,4,5,5
2166,05/04/2014,red/blush wine,2014,4,5,5
2287,05/04/2014,flour,2014,4,5,5
2287,05/04/2014,UHT-milk,2014,4,5,5
2888,05/04/2014,pastry,2014,4,5,5
2888,05/04/2014,other vegetables,2014,4,5,5
3268,05/04/2014,root vegetables,2014,4,5,5
3268,05/04/2014,shopping bags,2014,4,5,5
3385,05/04/2014,UHT-milk,2014,4,5,5
3385,05/04/2014,pet care,2014,4,5,5
3523,05/04/2014,brown bread,2014,4,5,5
3523,05/04/2014,domestic eggs,2014,4,5,5
3918,05/04/2014,salty snack,2014,4,5,5
3918,05/04/2014,waffles,2014,4,5,5
3918,05/04/2014,specialty cheese,2014,4,5,5
3972,05/04/2014,rice,2014,4,5,5
3972,05/04/2014,chewing gum,2014,4,5,5
3972,05/04/2014,rolls/buns,2014,4,5,5
4187,05/04/2014,whipped/sour cream,2014,4,5,5
4187,05/04/2014,soda,2014,4,5,5
4187,05/04/2014,white bread,2014,4,5,5
4187,05/04/2014,snack products,2014,4,5,5
4221,05/04/2014,dish cleaner,2014,4,5,5
4221,05/04/2014,shopping bags,2014,4,5,5
4668,05/04/2014,chicken,2014,4,5,5
4668,05/04/2014,waffles,2014,4,5,5
4786,05/04/2014,pastry,2014,4,5,5
4786,05/04/2014,frozen fish,2014,4,5,5
4900,05/04/2014,chicken,2014,4,5,5
4900,05/04/2014,pickled vegetables,2014,4,5,5
1136,06/04/2014,rolls/buns,2014,4,6,6
1136,06/04/2014,fruit/vegetable juice,2014,4,6,6
1379,06/04/2014,whole milk,2014,4,6,6
1379,06/04/2014,margarine,2014,4,6,6
1755,06/04/2014,waffles,2014,4,6,6
1755,06/04/2014,spread cheese,2014,4,6,6
2395,06/04/2014,tropical fruit,2014,4,6,6
2395,06/04/2014,margarine,2014,4,6,6
2414,06/04/2014,chicken,2014,4,6,6
2414,06/04/2014,cling film/bags,2014,4,6,6
2546,06/04/2014,fish,2014,4,6,6
2546,06/04/2014,candy,2014,4,6,6
2546,06/04/2014,rolls/buns,2014,4,6,6
2609,06/04/2014,beverages,2014,4,6,6
2609,06/04/2014,sliced cheese,2014,4,6,6
2609,06/04/2014,semi-finished bread,2014,4,6,6
2612,06/04/2014,citrus fruit,2014,4,6,6
2612,06/04/2014,pastry,2014,4,6,6
2671,06/04/2014,whole milk,2014,4,6,6
2671,06/04/2014,salty snack,2014,4,6,6
2751,06/04/2014,frozen meals,2014,4,6,6
2751,06/04/2014,dental care,2014,4,6,6
2754,06/04/2014,whole milk,2014,4,6,6
2754,06/04/2014,ice cream,2014,4,6,6
2754,06/04/2014,detergent,2014,4,6,6
2754,06/04/2014,rolls/buns,2014,4,6,6
3329,06/04/2014,cream cheese ,2014,4,6,6
